Nome;Documento;Idade;Curso;Modalidade
Zildo Passarelli;787.933.638-X;19;EM;B2
Maria Elisa Yamamoto;56.319.500;18;AR;B2
Vitor Candido Fagundes Fujimori Zeppelin;252.549.233-A;18;NN;B2
Alberta Portinari;479.995.911;20;SL;C2
Fabiano Dias;426.984.329-C;16;EE;C1
Maria Leticia Xavier Cascudo Delmiro Bertoncini;282.741.274-B;17;AC;C2
Ana Renata Matheny;666.609.833;20;ML;A2
Marco Antonio dos Afonsos Soler;232.170.740-Y;20;HL;C1
Silverio Matsumoto Mendonca Abravanel dos Santos;561.571.685-Z;20;HL;B1
Ivanildo Kubota;901.770.800-B;16;EC;C2
Marcia Mantovani;208.777.600;20;AR;C2
Heraldo Favero;371.130.853;18;ML;A2
Pedro Luiz dos Afonsos Russeldorf Yamamoto Martins;613.623.557-Y;20;ML;A1
Vera Lucia Yakoub;723.820.542-X;17;NA;C2
Maria Elisa Goes;587.898.165-X;17;FL;B1
Davi Bergamasco;885.154.760;19;NN;C1
Divina Apolinario Maciel Auerbach Carmignani;975.837.486-C;19;AC;A1
Eulalia Canal;42.428.950-A;19;HS;B1
Martin Nakamura;967.492.202-Y;16;NA;B2
Ernesto Kubota;800.949.410-B;15;EA;C1
Alberto Carmignani Ferracini;643.391.757-Y;19;FL;A2
Jose Maria Faria;546.941.316;18;ML;B2
Luiza Marini Santos Starkey;677.470.941;16;NN;A1
Renata Jurgensen Burrel;339.971.494;15;ML;C1
Cristina van der Graaf;211.679.259-Z;15;EA;A2
Joao Carlos Apolinario Zeppelin;150.375.359-Z;16;SL;C2
Ricarda van der Graaf dos Reis;414.439.728-B;20;NA;A1
Maria Elisa Rupini;237.521.790-Z;20;FB;C1
Bertha Yakoub;826.571.991-Z;17;AC;B1
Michelle Correa;743.471.306-B;20;MC;C1
Marcia Matsumoto;853.103.306;17;EQ;C2
Aline Tachelli;726.984.917;18;ML;A1
Angelo Bresciani;735.667.812-A;18;ML;C1
Michelle Silverio;499.230.165-X;16;NH;A2
Aldo Cunhado Levi Russeldorf;821.583.429;18;BE;B2
Aurelio Colombo Modenesi;204.448.372-B;16;FL;B2
Maria Carolina Tucunduva Sampaio;414.734.744-Y;20;NN;C1
Izis Magalhaes;715.281.418-C;16;NH;B1
Vitoria Archangelo do Monte Penna;873.327.845-B;17;CC;C1
Mateus Conti Macedo Rocha Fagundes;491.332.338-Z;17;HL;A2
Graca Ferraz;681.576.368;20;BE;B1
Isaac dos Santos;420.257.810;17;ML;A1
Vitoria Girardi Delmiro;849.397.877;19;NA;C1
Maria Cristina Ramirez Fonseca Matsui Candido;734.632.393;18;FL;A2
Jose Roberto Tanaka Vicentini;186.302.632-A;15;NL;B1
Regina Andrade;362.168.495-Y;17;HL;C2
Fabiola Palma;829.659.540-C;15;FB;B2
Francisco Dias;711.372.990-Y;20;SL;C2
Albertina Bergamasco;581.942.467-Z;16;ML;A2
Izis Bretzel Coutinho Borghetti;545.671.143;19;HS;C1
Carla Pereira;206.738.540;19;FL;C1
Mario Sergio Leite;702.905.975;17;BE;A1
Elisa Souza;588.425.625;20;EQ;C1
Michel Tagliari;122.618.271;16;EQ;C2
Maria Cecilia Harrison;715.423.807;17;HL;A1
Francisca Simionato;269.593.103-Y;16;NN;C2
Luiza Canal;574.788.434-Z;19;EQ;A2
Renato Cunhado Jurgensen Dias;826.176.867-Z;17;MB;A1
Isabel Rupp;649.635.990-B;17;EQ;A2
Rodrigo Mantovani;474.369.545;18;EE;A1
Lucas Goncalves;679.669.576-B;15;EC;B2
Danilo Delmiro;579.409.639;16;FL;C2
Vinicius de Andrade Matheny;214.681.533-C;20;HL;B2
Marco Aurelio Rocha Coutinho Brescianni;424.560.936-B;20;NN;A1
Felipe Palma;331.206.926-C;16;MA;C1
Cecilia dos Reis Ferro;67.289.700;19;EC;C1
Maria Jose Carvalhaes;873.682.498-C;17;NL;B2
Aline Harrison;375.339.413-Y;20;EA;C1
Valdivino Zeppelin Magalhaes;414.684.190-B;16;EQ;B2
Gladys Americano Tachelli Bertoni Amaral;346.428.540;17;NA;C2
Severino Silverio;360.738.534-B;20;EA;C1
Andre Tanaka;502.887.980-Y;17;NH;C2
Jose Pedro Juliani Cunhado Rupp Faria;41.562.201-C;20;NN;C2
Georgina Russeldorf;250.223.896;15;FL;B1
Bertha Corracini;687.672.285-A;20;NA;B1
Jose Maria do Monte de Andrade Corracini;284.984.837-Y;15;HL;A1
Albertina Yakoub Almeida Lotufo Xavier;220.309.938;16;BE;B1
Samuel Rocha;554.657.306;20;MB;A2
Cristina dos Reis Mangini Magalhaes;526.876.938-C;15;NL;B2
Tina Ferracini Girardi;233.258.948;19;HL;C1
Olivia Rocha;999.470.231-Y;17;CC;B2
Olivio Americano;916.982.475;19;EQ;A1
Jose Pedro Soler;138.562.864;19;EQ;C2
Joao Carlos Acceturi;992.520.210-B;15;MA;A2
Marco Aurelio Americano;539.876.753;18;MB;B1
Michel Ramirez Madeira Lotufo Portinari;210.229.403;17;MC;B1
Luiz Antonio Oliveira Rocha Marchetti;314.562.708;18;HL;A1
Silverio de Abreu Bretzel;319.948.954-B;16;AR;C1
Aline Cadete;838.457.720-Y;17;EC;A2
Caetano Tanaka Prates;393.465.246-A;17;NA;C1
Henrique Coutinho Prates;554.205.601-C;16;NA;C1
Geraldo Coutinho Romano;763.954.455;20;HS;B1
Ricardo Henriques Pinto Burrel;813.228.896-Z;15;MC;C1
Michel Liberatori Mantovani Americano Carboni;755.172.708;15;MB;B2
Heraldo Watanabe Correia Bruni;938.739.111-Z;17;NH;C1
Angelo de Oliveira Tachelli;279.569.891-A;20;EC;C1
Vitorio Rupp;225.756.972;16;NN;C2
Mauricio da Silva Carboni Carboni;466.981.904-Z;15;NH;C2
Cristiana Geraldi Fagundes;563.308.975-Y;19;CC;C1
Eulalia Kubota de Oliveira Russeldorf Silva;5.468.285;17;NL;A1
Luiz Moreira;940.733.206-X;18;EA;C1
Volnei Camillo van der Graaf di Giorgio;217.426.286;17;SL;A1
Mario Rochester;550.250.424-X;15;CC;B2
Maria Cristina Carboni;658.202.492-C;17;EM;B1
Vanda Donato Correa;428.744.283-A;16;EQ;C1
Mario Sampaio;126.507.319-A;17;AR;B2
Juliana Auerbach;32.575.402-B;16;CC;B2
Mateus da Silva;92.163.420;19;EA;B2
Osvaldo Colombo;488.535.703-B;19;NN;A2
Humberto Parente da Mata;184.316.617;20;NN;C2
Jose Maria Almeida Archangelo Madeira Juliani;50.976.131-Y;18;HL;C1
Guilherme Yakoub;36.557.890-B;19;FB;B2
Ernesto Moreira;454.171.547-B;17;EC;C1
Elisa dos Afonsos;733.869.810-Y;18;SL;A2
Felipe Correia;434.816.282-X;17;EM;A1
Flavio Berger;889.772.428-B;20;EE;C2
Thiago Abravanel;429.632.617;20;ML;B1
Michelle Bergamasco;383.799.615-Z;18;EA;C2
Divina Tanaka di Giorgio Ramirez Santana;944.734.720;20;NH;B2
Alberta del Vecchio;539.258.183-C;20;CC;B1
Joana Wander Rocha;244.260.655;17;NH;C1
Alberto Archangelo;953.617.698-A;18;NN;B2
Cristiana Mendonca;235.722.976;17;MA;C1
Gladys Nogueira Marini;914.341.335;18;MC;A1
Ariovaldo Cabral Antonioni Penna Cabral;464.688.527;19;NN;B1
Pedro Bergamasco;132.997.607;18;EA;A2
Cristina Simon Palma Fonseca;4.154.449;18;EE;C2
Sergio Bergamasco;250.874.503-B;15;HL;B1
Rodrigo dos Afonsos;327.349.630;18;EQ;C2
Cristina Figueiredo;934.490.784-A;16;MA;A2
Ivanildo Madeira;44.556.615;17;MC;C2
Guilherme Bertoni Abravanel Matheny Almeida;872.228.733-A;17;BE;A1
Maria Benta Fagundes;826.692.635;20;EA;C2
Jose Carlos Pinto Brancaleone Matsumoto Mussel;643.627.977;16;SL;B2
Bruna Tucunduva;391.210.495;16;NL;A2
Luiz Augusto Silva Teixeira;553.986.836-B;19;NN;B2
Thomaz Auerbach;242.286.809-Z;15;NN;C2
Samuel Amaral;751.237.632-A;16;FB;C2
Maria Cristina Fleury;578.358.938-A;20;NL;C2
Edilene dos Santos Mamede;724.763.159;17;AC;A2
Evandro Maia;927.411.329;18;HL;C2
Mateus Nunes;456.427.124-B;17;NN;B2
Fabiano de Andrade Maciel;739.353.687-A;17;BE;B1
Renata Abravanel;688.694.205-Y;19;NN;A2
Izis Fujimori Portinari von Zuben;853.566.777-C;18;SL;B1
Mayanna Antonioni;930.459.944-Z;19;EC;C1
Gladys Yamamoto Almeida Candido;185.148.828-X;18;SL;C2
Luiz Carlos Mendonca;936.747.229-B;20;NH;A2
Severino Camara;292.430.824;18;NL;B1
Nestor Mangini;501.282.283-A;16;EQ;B1
Isaac Yakoub;453.841.301-Y;17;MB;A2
Victor dos Reis Watanabe;712.807.972-Y;17;MA;A2
Flavio Corracini Carmignani;865.489.864;19;MB;B2
Volnei Bertoncini Harrison Simon;586.929.681;18;MC;A1
Antonio Candido Berger Mussel;874.795.828-A;15;EA;C2
Sergio Wander Pereira Coutinho;530.257.158;15;HS;B1
Maria Cecilia Palma;789.895.479-B;15;MB;A2
Aurelio Tucunduva;559.638.867;18;MC;A1
Henrique Pedrosa Andrade Simoes;791.350.116;15;EM;A1
Aldo Penna Burrel;787.367.446-C;19;MB;B2
Lara Acceturi;83.576.439;18;HL;C1
Sergio da Mata Brancaleone Mendonca Pereira;274.363.968;18;CC;C1
Carla Rocha Kubota Wander;62.628.560-C;19;EC;A2
Aline Bertoncini da Silva;923.751.398;17;EC;B2
Marco Fonseca;879.629.393-Z;18;HS;A2
Marco Mamede;763.519.114-X;18;EC;A2
Marta Felix;70.552.166;19;MB;B2
Luiz Bressan;832.700.744-C;16;SL;C2
Cristiana Fagundes Nunes Mendonca;401.448.767-A;20;SL;C1
Alda Rocha Felix;975.718.351;15;NH;C1
Jose Osvaldo Pini;498.982.143-B;19;CC;A2
Severino Berger;786.917.490;15;NH;A2
Mauricio Colombo;178.893.477-X;15;EQ;C2
Renato Goes;909.744.314-Z;16;MC;A1
Andre Oliveira Matheny Simon Maia;629.569.350-B;16;MB;C1
Rosiane Harrison;161.360.620-X;17;EE;B1
Alda Passarelli;326.167.805-Z;15;MC;B2
Patrick da Silva Santos;813.375.619-Y;20;HL;C2
Ivanildo Camara;20.656.163-B;17;MB;A1
Ernesto di Giorgio Portinari Acceturi;99.777.885-B;20;EE;A2
Antonio Candido Magalhaes Romano;882.218.675-A;15;BE;C1
Vagner Carmignani Pereira Portinari Maciel;783.316.281;18;NA;A2
Rafael Moreira Teixeira;804.735.386-B;17;AR;A2
Edvaldo Pini Penna Goldstein;998.698.243;16;HL;C2
Aline Apolinario;580.505.982;19;SL;C1
Tomas Yakoub Fagundes;489.172.489;16;FB;B1
Jose Pedro Fonseca;806.359.298-C;19;MC;B1
Jose Pedro Coutinho Zeppelin Burrel;517.585.285-Y;17;EC;A2
Joao Luiz Ferro;72.940.543;19;MA;A1
Vera Lucia Jurgensen;680.362.359;18;EC;B1
Aurelio Nakamura;281.955.149-B;18;FL;A2
Mauricio Santini Doval Faria;387.546.194;15;CC;A2
George Bruni;626.975.350-Z;15;EQ;C2
Vitorina Parente Prates Canal Abravanel;742.389.486-B;18;NA;C1
Fabiana Carvalhaes Henriques;574.891.997;18;NN;A2
Maria Jose Romancini Kubota Mandell;872.371.241-B;17;SL;A1
Lavinia Liberatori Nogueira Silverio Martins;820.866.289-C;18;NN;B1
Fernando Dias;315.952.552-Y;19;HL;A1
Edivaldo Pereira;356.363.570;18;MC;C2
Danilo Goncalves Almeida;852.556.642-Y;16;NA;C1
Izis Goldstein Doval de Abreu;451.962.801-X;17;FB;C2
Lana Santini Corracini Santos Pedrosa;543.518.981;16;NL;C2
Senor Watanabe Brancaleone Camillo;71.578.281;16;HL;A2
Juliano Bressan;944.504.874;20;NL;A2
Aldo Americano Ferro Prates Bergamo;299.218.170;20;EA;B2
Caetano Goncalvez Fujimori;915.703.834;18;MB;B2
Rafael Goes Almeida Dias Felix;447.518.508-Z;18;FL;C1
Michelle Boldrini Tagliari;257.910.474;19;FL;A2
Ivanildo dos Santos;859.501.579-B;16;EE;C1
Michelle Coutinho;1.877.338-Y;16;NA;A2
Agata Silva Pinto;809.404.159-B;18;MB;B2
Josefina de Abreu Santini;296.394.507-X;15;HL;C2
Maria Cristina Marcondes Canal Prates Bergamasco;706.987.445;17;FL;B1
Divina Caetano;875.940.610;20;MA;C1
Daniel Tagliari Palma Geraldi;927.999.545-X;19;EQ;B2
Mateus Nakamura Romano Fonseca;683.474.771-Z;17;AC;A2
Marco Figueiredo Silva Pinto Saboia;88.704.176-B;20;NA;B1
Renata Souza;203.686.469-Y;15;HS;A2
Edson de Oliveira;38.697.480;16;CC;C1
Agnes Melo Rochester Goldstein;916.435.178;16;EC;A1
Bruno Zeppelin Saboia Brescianni;169.259.240-Y;15;NL;A1
Fabiano Girardi Rupp;228.817.533-Y;20;MC;A2
Flavio Simon;481.172.858-B;18;MB;A2
Maria Jose Geraldo Oliveira Bresciani;38.949.118;17;EA;C1
Livia Gatti;416.584.608;20;EC;B1
Joana Tanaka;478.682.575;17;HL;A2
Senor Simionato;181.218.470-X;15;MB;B1
Alice Maria Starkey;267.894.658;16;EC;B1
Fabiana Carboni Mantovani Bruni;594.746.906-A;18;AC;B2
Luiz Augusto Mantovani Borghetti;941.278.609;20;EA;B2
Isabela Mantovani Nogueira Ferraz Almeida;805.880.746-Z;19;EC;C2
Olivia Antonioni Antonioni Cabral;776.324.259-Y;18;AC;C2
Felipe de Andrade;270.517.127-A;16;EC;A1
Luiz Antonio Rupp Prates;27.424.235;16;AC;A2
Maura Lessa;934.321.962-B;17;EM;A1
Ricardo Bertoni;348.929.667-X;19;EE;B2
Andreia do Monte Cirne;614.544.965-A;15;AC;A1
Maria Carolina Jurgensen Dias;567.671.748;16;AR;A2
Romao Figueiredo Zeppelin Yamamoto Matsui;293.293.108-A;18;EE;A1
Ana Renata Cabral Mussel Ferro;81.353.927-C;18;NA;C2
Nilson Fonseca Marini Souza;258.651.604;15;BE;B2
Carla Rupini;667.900.758-Z;19;NA;B1
Carla Romano;685.682.296-C;18;ML;A1
Jose Roberto Martins;931.242.153-A;17;EE;C2
Cristian Juliani Segall Archangelo;706.110.383-B;20;FB;A2
Alberto Delmiro Doval von Zuben Zeppelin;305.616.491;16;MB;B2
Marco Starkey Magalhaes Bressan Rupp;226.285.628-X;16;EE;B1
Cecilia Ramirez Rupp;963.403.595;15;HS;B1
Danilo Brancaleone Melo Almeida;247.466.559;19;EE;B2
Petra Almeida Pereira;284.806.269-Y;18;AR;A1
Pedro Luiz Romano;707.743.821-A;16;HS;B2
Luiz Antonio Pinto;65.410.792-A;17;NL;B1
Olivia Antonioni;272.393.721-Z;16;EM;A2
Nilson Mussel Modenesi Santana Almeida;160.533.661;20;AR;B2
Angela von Zuben;472.935.388-Y;19;FL;A1
Jose Luiz Macedo;409.250.923;17;MA;B2
Jorge Xavier;721.746.854-B;15;FL;A2
Marta Candido Modenesi;928.815.833-A;15;CC;A2
Leandro Ferro;240.432.611-A;17;NH;B1
Elisio Maia Nakamura Russeldorf;257.335.963-B;20;MA;B2
Isaac Simionato Mendonca Cascudo Corsini;409.821.259;15;FB;C2
Jose Ferraz;300.293.393;15;BE;B2
Ernesto Camara;832.960.879-Y;19;MC;B1
Josefina Americano;44.656.378-X;16;FL;B2
Jose Pedro Prates;986.790.464-Z;18;NH;B1
Juliano Caetano;926.268.837-X;16;MB;A2
Elisio Abravanel;895.981.661-B;18;HS;B2
Mauricio Tagliari Pini;234.299.214;16;EA;A1
Fabiano Kubota;850.173.247-X;15;NH;C2
Steve Americano Watanabe;917.532.588-A;15;NH;B1
Renata dos Afonsos Bretzel Russeldorf;824.268.589-A;19;NN;A1
Joana Luiza Macedo;900.865.733-C;15;HS;B1
Caetano Levi von Zuben;578.224.308-B;19;EM;B2
Vitor Segall Almeida;926.747.368-X;18;HS;A1
Edilene Tachelli Pinto;480.804.710-X;18;EA;B2
Guilhermina Almeida da Silva;94.540.156;15;EC;B2
Fabiano Levi;332.353.401;15;NL;C1
Bruno Favero Brescianni;489.842.646-A;20;EC;C2
Maria Carolina Matsumoto Vicentini;844.908.255-X;19;NA;A2
Joana Marini Leite Andrade;85.792.270-Y;18;EM;B1
Caetano Magalhaes;63.246.556;15;EQ;A2
Renato Segall;79.361.139-X;17;BE;C2
Vitor Dias del Vecchio Teixeira;220.500.313-Y;20;HL;C1
Geraldo Abravanel Pini Pedrosa Aquino;243.154.892-Z;19;HS;C2
Valdivino Tachelli;447.698.633-X;17;AR;C2
Mayanna Americano;260.517.132-Z;19;NL;C2
Joana Luiza Takamoto;489.779.859-X;18;ML;B2
Guilherme Saboia;886.939.774-X;19;FB;C2
Candido Rupini;964.779.701-B;18;EE;A1
Jose Luiz Doval Goncalves;413.512.972-X;20;AR;A1
Maria Cristina Henriques Prates;828.719.724-X;16;MA;B1
Jose Renato Berger Segall Gatti;580.165.921-A;19;NH;C2
Vitor Rocha;373.690.972-X;20;NH;A2
Rodrigo Pinto Lacerda Bresciani Pini;923.746.490-X;17;EC;A1
Bruna Coutinho Delmiro;535.662.832-Y;16;AR;C2
Lucas Faria Faria;673.225.875;17;BE;C2
Georgina Maia;321.222.282-X;18;CC;B2
Mario Sergio Pereira Pini Liberatori Portinari;934.386.390-X;19;AR;A2
Rosiane Fleury Tartini;601.470.616;19;FB;B2
Marcia Borghetti;784.370.186;19;SL;B1
Agata Girardi Felix Fonseca Sampaio;311.821.481;15;HS;C2
Dario Melo;485.429.650-B;18;NA;C1
Ariovaldo Simon;74.597.165-Y;16;NN;C2
Juliana Cunhado Rupp;247.371.107;20;FL;A2
Renato do Monte;656.824.429-B;19;AR;C1
Geraldo Leite;190.928.548;19;NA;A2
Pedro Brancaleone Brescianni Bertoncini Mangini;464.400.403-B;20;EE;B1
Maria da Graca Pedrosa Starkey Mantovani de Abreu;414.249.457;19;NA;C1
Marcio Fleury del Vecchio Oliveira Ferro;118.321.600-B;19;BE;A1
Luiz Antonio Dias dos Afonsos;413.324.702;17;EQ;A2
Lino Zeppelin Geraldo Zeppelin Geraldo;369.471.580;15;MA;A1
Lorella Bruni;764.667.387-B;15;MA;C1
Olivio Berger;166.817.134;15;EA;A2
Vanda Melo;9.644.537;20;BE;B1
Evair Romancini;27.869.619;18;CC;C2
Luiza Favero;783.731.750-Y;15;MB;C1
Aurelio Vicentini Modenesi;296.619.937;20;FL;C1
Giordano Junqueira Donato Yakoub Nogueira;169.958.864-B;17;NN;B1
Rafaela Canal Antonioni Andrade;517.624.785-B;20;SL;B2
Aline Penna Auerbach;353.496.354-B;17;NA;C1
Maria Leticia van der Graaf;105.451.902-B;15;MB;B1
Marco Silva;557.211.215-B;20;ML;C2
Alda Fagundes;323.311.853-C;18;BE;B2
Jose Roberto Jurgensen;922.968.630-X;15;MB;A2
Marco Antonio Tartini Matsui;783.169.456;15;MB;C1
Marcia Doval Magalhaes Leite Acceturi;308.351.268-A;17;FL;B2
Juliana Nogueira;504.436.788;20;NH;B1
Maria Jose Magalhaes Matsui;956.894.587-A;20;NA;A1
Mateus Simionato;933.247.531-X;18;EQ;C2
Severino Pedrosa;687.939.440-C;18;FL;A1
Alexandre Canal;547.235.412;17;FB;C1
Carlos Jose Andrade;577.163.369-Z;19;AR;B1
Maria Elisa Doval;156.428.355;20;EQ;B1
Carlos Jose Starkey Nogueira Takamoto Mantovani;780.944.107-Z;19;SL;C2
Gladys do Monte Faria Silva Pinto Magalhaes;244.539.811-X;16;NL;C2
Tomas Bruni Oliveira Penha Cascudo;816.820.597-B;18;HL;B1
Nilson Fonseca;433.885.933-Y;17;CC;B1
Ernesto Cadete;774.691.725-Y;17;EM;C2
Mario Sergio Salazar;659.679.616;18;FL;C2
Jose Roberto Simon;450.733.976;18;EM;A1
Vanderson de Abreu;174.793.439-Y;15;MB;B1
Fabiola Tucunduva;960.619.539;15;NN;A2
Vinicius Girardi;665.806.173-B;20;BE;A2
Vitor Brancaleone Geraldi Modenesi;682.123.700-B;20;MA;C1
Ana Renata Camillo;353.653.125-C;20;EE;A2
Lorella Mendonca Faria Pinto Figueiredo;702.770.135-X;20;CC;A1
Joao Carlos Lotufo Fonseca;78.959.979;16;SL;C2
Michelle Almeida Pinto;208.872.930;17;EQ;A1
Renata Oliveira;564.925.441-Z;18;EE;C1
Carlos Jose Fleury;289.719.283;16;MB;B2
Nestor Cabral;963.515.828;19;NN;B1
Jose Roberto Penna;100.399.682-X;15;EM;B2
Tomas Acceturi Soler;136.690.333-Y;15;EA;C2
Tomas Boldrini;825.619.434;18;EA;B2
Nestor de Oliveira;848.113.341-Z;19;EE;B1
Joao Carlos Fleury;360.833.296-C;16;ML;B2
Mario da Mata;400.556.123;15;NL;A2
Isabela Goldstein Vicentini Pereira Pereira;67.177.620;16;SL;C1
Sergio do Monte Rochester Mandell da Silva;802.748.437;20;NA;A2
Thiago Rupp;125.622.200-Z;16;EQ;A2
Evair Marcondes;930.101.897-Z;20;FB;B2
Patrick Amaral;394.417.326-Z;20;SL;B1
Lorella Cabral;789.350.821-A;15;ML;B1
Thiago Marchetti;426.868.735-C;15;AC;B2
Michel Cadete;770.404.974;20;HL;B2
Bertha Romano;339.945.982;16;EE;A1
Olivio Matheny Rupp;462.392.982-Y;19;NA;A1
Luiz Antonio Madeira Cabral;670.907.963-X;15;EA;C1
Dario Martins;449.646.925-Z;19;HS;C1
Francisco Penna;585.952.213;15;ML;C2
Mauricio Nakamura Tartini;441.119.271;18;NL;A2
Dario Maciel;749.342.744-A;19;CC;A1
Joao Carlos Tagliari da Silva Cadete;492.350.232-Y;17;MC;A1
Candido Magalhaes;809.662.658-X;19;HL;A2
Volnei Pedrosa;902.904.289;15;AR;B2
Georgina Americano Correa;680.362.281-Z;20;NL;C2
Mario Matsumoto Amaral Vicentini Fonseca;463.894.907;19;HS;A1
Ricardo Berger;127.274.868;16;NN;A1
Johnny Almeida Pereira Melo de Andrade;194.409.928-Y;17;CC;B2
Edivaldo Pedrosa Watanabe;379.968.575;20;BE;B1
Divina Bergamasco;141.707.544-X;20;BE;B2
Rafaela Zeppelin;988.941.573-X;19;EC;A2
Alda Harrison;182.892.817;19;NH;C1
Johnny Silverio Romano;973.800.259;18;FL;A1
Renato Junqueira Penna Leite;753.457.387-C;16;EE;B1
Graca dos Afonsos;669.778.320;20;MA;C2
Luiz Ignacio Apolinario Americano Rupp;952.872.456;18;MC;B2
Maria Carolina Fagundes Bertoncini;861.701.907;18;SL;A2
Cristian de Andrade Prates;39.177.144;16;ML;C2
Osvaldo Goncalves;643.803.404;18;EE;C2
Michel Vicentini;767.388.687;15;EC;C2
Georgina Antonioni Tagliari;244.713.606;18;SL;C1
Jose Osvaldo Bergamasco;930.948.381-Y;15;NH;B2
Henrique Borghetti Doval Palma Silva Pinto;952.617.738;18;EC;A2
Aldo Pinheiro;429.400.769-Y;17;AR;B1
Renata Carvalhaes;583.630.432-C;20;AR;B1
Flavio Abravanel Penha;180.383.807-Z;19;EQ;C2
Angela Carvalhaes Ferro Bergamasco Colombo;542.175.488;19;MA;C1
Joana Matsumoto Matsui;111.673.148;17;EM;A2
Bertha Santos Acceturi Penna Mendonca;846.584.121-B;19;MB;C1
Valdivino Boldrini;3.860.885;19;EA;A2
Gladys Zeppelin;192.312.501;20;HS;C1
Dario Lacerda Pini Zeppelin Pedrosa;797.798.125;16;MC;C1
Mario Sergio Antonioni Yakoub;729.322.670;20;AR;C1
Heraldo Goldstein;467.811.177;15;CC;B1
Rodrigo Nakamura;371.328.890;20;NA;A2
Pedro Romancini Santos;587.661.136-C;16;NN;A1
Sinval Coutinho Tachelli Starkey Girardi;824.365.194;16;SL;B2
Humberto Ferracini Vicentini;814.797.470-X;15;EC;B1
Livia Cascudo Bressan;796.474.384;15;EQ;C2
Sergio Conti;865.568.918;16;CC;A1
Isabel Lacerda;324.559.151;19;EA;B1
Zildo Salazar Romano;119.167.169;20;MB;B2
Nilson Geraldi Antonioni;793.588.182-A;15;SL;C1
Candida Mendonca;911.984.351-Y;19;NL;B2
Gustavo Conti;189.837.750-B;19;FL;C2
Luiz Starkey Fagundes Burrel Tanaka;723.826.432;16;HS;A2
Guilherme Fagundes Segall del Vecchio Geraldi;84.566.988;19;NL;B1
Luiza Oliveira Modenesi Bruni;102.935.780-Z;16;EA;C1
Alda Penha Bruni;860.149.756-X;16;NL;A1
Guilhermina Carvalho Oliveira Bressan Magalhaes;975.758.229;20;FB;B1
Vitor Apolinario Watanabe;277.405.948;19;CC;A1
Candida Pinheiro Conti Segall;946.582.155-Y;16;NL;B1
Thomaz Correia;171.708.918-X;20;EE;B1
Isabela Fagundes;309.424.285;18;SL;C2
Jose Carlos Doval;440.594.327-C;20;NA;A2
Nilson Conti;746.407.711;19;MC;A2
Johnny Passarelli;9.202.854-C;20;SL;C1
Evandro Silverio;586.760.676;18;MC;A2
Jose Roberto do Monte;856.554.475-C;17;EE;B1
Lucas Girardi;189.161.119-Y;18;EE;C1
Joana Gatti Amaral;188.879.328;20;HL;C1
Mario Sergio Conti;565.660.805-Y;20;NA;C1
Silverio Cabral Carboni;555.864.644;20;EE;A2
Jose Ferracini;676.500.609-A;17;CC;A2
Livia Lacerda;173.841.704;17;NL;B2
Michelle Amaral di Giorgio Silverio Carvalho;81.461.532-Z;20;EE;A1
Tina Matsumoto Amaral;966.622.729-A;18;EE;B2
Flavia Camillo;1.795.421-C;15;MC;A1
Luiz Antonio Souza Cascudo;433.592.177;15;EA;A2
Thiago Brancaleone Rocha Americano;878.868.104-X;20;EQ;C2
Pedro Luiz Bressan Marchetti Donato;557.868.569-B;18;ML;B1
Renato Bretzel Mamede;383.426.638-Z;16;MC;B1
Johnny Madeira;385.725.463-Y;19;NL;B2
Aloisio Jurgensen;595.372.814-B;18;MB;B2
Alice Maria Auerbach Silva Amaral;556.479.339-Z;17;ML;C1
Fabio Santana Amaral;72.369.857-C;19;EM;A2
Joao Carlos Americano;289.855.596-Y;20;ML;B2
Elisa Ferracini;835.594.713-B;16;EE;C1
Vanderson Camillo Boldrini Matheny Camara;627.968.300-Z;17;MA;A1
Aloisio Guedes;983.937.407;19;MA;A2
Zildo Romancini Americano;827.744.416;19;EC;B1
Heraldo Bartolini;176.668.998-Y;15;MA;A1
Tina van der Graaf Caetano;777.593.239-Z;18;ML;B1
Luiz Carlos Magalhaes Lessa Simionato Salazar;150.976.570-C;18;AR;C2
Geraldo Henriques Fujimori Candido;523.685.369-Z;15;HS;C2
Daniela Conti Fleury Felix dos Reis;32.814.117;19;EC;C2
Rosana Motoyama Cadete Goldstein;458.788.630;20;SL;B1
Agnes dos Santos;677.938.901;15;NN;C2
Maria Benta Corsini Pereira Pini Candido;569.270.296-Z;20;BE;B2
Francisco Andrade;426.246.358-Y;18;HS;B1
Volnei Carmignani Bruni;421.226.208;16;FL;B2
Maria Jose Abravanel Conti Pereira;375.290.552-B;16;EQ;B1
Lorella von Zuben Maciel Jurgensen Bretzel;85.543.266-Z;16;NH;C1
Lorella Ferracini Pereira;596.578.557;17;AC;B2
Lino Colombo;913.136.121;18;AC;A1
Lino van der Graaf;924.114.790-B;18;HL;C1
Ana Renata Maia;348.487.328;17;NA;B1
Jose Renato Corracini Leite;175.611.832-X;15;NA;B2
Alice Maciel Americano Matsui da Silva;718.392.349;17;ML;A2
Luiz Antonio Vicentini dos Reis;733.599.902;17;MB;B1
Felipe van der Graaf Aquino Matsui Salazar;326.299.783;16;MA;B1
Divina Levi Fonseca Magalhaes Passarelli;991.479.691-C;18;ML;A2
Thomaz Candido;574.609.525;20;ML;B2
Agnes Rocha Lacerda;909.494.984-B;18;AR;C1
Isabel Pinheiro;832.562.304-X;18;MA;A1
